fir_id,crime_type,severity,status,date,time,area,city,state,lat,lng,crime_description,victim_name,victim_gender,victim_age,victim_contact,victim_email,victim_address
FIR100424,Domestic Violence,Low,Resolved,2025-09-10,01:26:02,Kurla West Ext Ext,Mumbai,Maharashtra,19.073814995351864,72.88771608495973,Cumque excepturi sequi deserunt maxime autem soluta.,Daksh Andra,Female,78,07850720811,edhitha63@example.org,"H.No. 672, Dar Street, Nizamabad 461719"
FIR100425,Vandalism,Medium,Pending,2025-07-31,19:33:44,Jogeshwari East Ext,Mumbai,Maharashtra,19.12810183030567,72.85833247526048,Architecto sequi repellat sequi atque molestiae tenetur.,Fitan Tata,Female,26,05626060290,tripathijagvi@example.com,"07, Mohan Road, Vellore-234422"
FIR100426,Domestic Violence,Low,Active,2025-08-10,00:43:53,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.128347078097157,72.82819795940054,Amet quibusdam omnis at eos necessitatibus neque deleniti illo quos fugiat soluta excepturi nemo perferendis.,Garima Chandran,Female,48,8466845504,yashoda17@example.org,"H.No. 602, Golla Path, Dharmavaram 120944"
FIR100427,Assault,High,Pending,2026-01-19,22:12:42,Kurla East,Mumbai,Maharashtra,19.063733479175852,72.89454381446072,Dolore ut illum ipsa magnam recusandae laudantium laboriosam modi odit nostrum corporis sed provident quibusdam veniam.,Victor Kakar,Female,32,9267389975,raiosha@example.com,"690, Goswami Ganj, Nagercoil-132761"
FIR100428,Kidnapping,Low,Pending,2025-12-24,16:12:16,Dadar Ext,Mumbai,Maharashtra,19.019328225090604,72.84626811666833,Tenetur veritatis sed voluptatibus accusantium ullam praesentium nobis assumenda vitae dolore repellat asperiores deserunt nemo.,Anika Batra,Male,21,6341085628,pantjalsa@example.com,"80/245, Zachariah Path, Gorakhpur-021191"
FIR100429,Drug Offense,High,Pending,2025-08-21,21:09:08,Navi Mumbai Ext,Mumbai,Maharashtra,19.03003909425696,73.02405732125537,Vitae aliquam sit similique repellat aliquam amet voluptatibus distinctio.,Avni Bali,Male,57,4318848520,sarafcharita@example.org,"686, Wason Road, Rohtak 868623"
FIR100430,Fraud,Critical,Resolved,2025-03-29,03:49:16,Kurla West Ext,Mumbai,Maharashtra,19.066131649838933,72.88550771501328,Vel iusto facilis nam harum quaerat ducimus ab.,Divya Babu,Female,26,+918943468105,ramakrishnanurishilla@example.org,"H.No. 088, Muni Road, Rampur-837819"
FIR100431,Murder,Medium,Pending,2025-02-18,20:12:03,Colaba,Mumbai,Maharashtra,18.910799431438544,72.81008938016687,Autem porro tempore voluptatem temporibus ratione qui quam officiis totam voluptatum nihil rerum.,Maanas Rao,Female,62,08510174907,ekiya02@example.org,"49, De, Junagadh 006983"
FIR100432,Theft,Critical,Pending,2025-08-12,17:56:31,Goregaon West Ext,Mumbai,Maharashtra,19.155183622882106,72.8622804248474,Inventore laudantium at beatae mollitia aliquid officia molestiae.,Chandani Gaba,Male,26,03998935449,adityadave@example.net,"534, Luthra Circle, Gopalpur-082139"
FIR100433,Drug Offense,Critical,Pending,2025-02-27,15:20:45,Jogeshwari East Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.135709546343733,72.83999486559628,Pariatur consectetur pariatur officia dolorem perspiciatis sapiente unde deserunt.,Lopa Zachariah,Male,43,2683158935,logansinghal@example.org,"H.No. 62, Andra Street, Amritsar-372055"
FIR100434,Theft,High,Active,2025-12-23,12:07:57,Bhandup Ext Ext,Mumbai,Maharashtra,19.15561854246632,72.92837950251476,Eveniet nesciunt quia quisquam neque totam animi ratione dolore.,Leena Dey,Male,21,01266110627,kadakiachaaya@example.com,"000, Venkataraman Nagar, Kulti 673919"
FIR100435,Kidnapping,Critical,Active,2025-04-09,18:13:26,Kandivali East Ext,Mumbai,Maharashtra,19.209492492899894,72.87410759203706,Repellendus exercitationem inventore omnis magnam non sed autem accusantium nesciunt harum.,Xiti Pal,Female,34,+917158698864,adugar@example.org,"89/91, Krishnan Zila, Machilipatnam 091692"
FIR100436,Fraud,High,Resolved,2025-02-22,07:55:33,Bhandup Ext Ext Ext,Mumbai,Maharashtra,19.155950907247163,72.9315612952996,Necessitatibus illo molestias vitae facere exercitationem at consequuntur.,Guneet Sarkar,Female,33,7677622827,zilmildoshi@example.net,"73/798, Sharaf, Munger-854818"
FIR100437,Burglary,Low,Resolved,2025-09-15,09:53:55,Dadar Ext,Mumbai,Maharashtra,19.007977519914263,72.85764707581066,Sapiente recusandae ab commodi ratione quod velit.,Faqid Oak,Other,32,7288137702,janyachoudhary@example.org,"H.No. 63, Bedi Nagar, Kavali-336113"
FIR100438,Murder,Low,Active,2025-02-22,06:10:25,Ghatkopar East,Mumbai,Maharashtra,19.080327118787487,72.92050950379888,Quisquam ducimus quia rem saepe soluta praesentium porro libero aut alias quo sapiente earum natus.,Eta Balan,Male,52,5196115940,tanksamar@example.com,"H.No. 815, Pingle Zila, Ozhukarai-942034"
FIR100439,Assault,High,Resolved,2025-10-16,17:42:44,Kandivali East Ext,Mumbai,Maharashtra,19.204256531413396,72.86487795857639,Eligendi soluta adipisci illo nihil repellat qui repudiandae tenetur alias repudiandae.,Shravya Swaminathan,Female,74,2154544702,qprakash@example.net,"H.No. 35, Mall Ganj, Bulandshahr 756999"
FIR100440,Burglary,Low,Active,2025-12-27,06:56:08,Bhandup Ext Ext,Mumbai,Maharashtra,19.15476927991757,72.9303128506783,Ea id nisi dolore nulla molestias rerum nemo aliquam ducimus non earum esse pariatur.,Ishani Prashad,Male,69,+919604432701,ayush05@example.org,"46/67, Bera Street, Howrah 402818"
FIR100441,Kidnapping,Medium,Pending,2025-04-28,06:26:05,Navi Mumbai,Mumbai,Maharashtra,19.029669530887475,73.02912293805451,Enim facere ut voluptatum ipsam inventore et.,Quincy Rai,Female,22,5106794975,vbanerjee@example.org,"38/794, Dixit Nagar, Ajmer-858174"
FIR100442,Drug Offense,Critical,Pending,2025-07-02,08:57:06,Malad West Ext,Mumbai,Maharashtra,19.198188654584595,72.84693802864074,Perferendis occaecati enim illo hic assumenda nobis exercitationem aliquid hic.,Chakrika Koshy,Male,72,07922877725,ibatra@example.com,"35, Sabharwal Ganj, Kozhikode 570041"
FIR100443,Assault,Medium,Resolved,2025-03-14,21:15:31,Lower Parel Ext,Mumbai,Maharashtra,19.003501001012733,72.84107244807774,Libero minima occaecati commodi voluptatibus perferendis fugiat maxime nesciunt accusamus vitae.,Fitan Loyal,Female,22,+919966365807,nakulchaudhry@example.org,"28/51, D’Alia Circle, Coimbatore-559046"
FIR100444,Domestic Violence,Critical,Active,2026-01-07,11:34:52,Kurla West Ext,Mumbai,Maharashtra,19.0801285501815,72.88731796642858,Consectetur rem vero assumenda quis harum quisquam molestiae ipsa quisquam est minima earum.,Lajita Dube,Other,37,4120948181,udant16@example.org,"H.No. 792, Bhakta Ganj, Purnia 001283"
FIR100445,Vandalism,Low,Active,2025-09-05,00:04:41,Thane,Mumbai,Maharashtra,19.220910377902506,72.97906851876887,Soluta nisi occaecati ratione impedit officiis commodi fuga culpa libero laudantium placeat aliquid.,Edhitha Patel,Other,32,+919890983780,soniucchal@example.com,"H.No. 012, Datta Ganj, Coimbatore-120485"
FIR100446,Assault,Medium,Resolved,2025-05-02,20:24:38,Goregaon East Ext Ext,Mumbai,Maharashtra,19.187100927827686,72.86936176540087,Tempore reprehenderit libero consequatur assumenda vel eum earum.,Gavin Ahluwalia,Male,35,+918204339718,mdesai@example.net,"66/534, Raj Road, Farrukhabad 276346"
FIR100447,Kidnapping,Low,Active,2025-09-08,00:14:09,Thane Ext,Mumbai,Maharashtra,19.22697425783136,72.97663817741372,Excepturi exercitationem quia rerum a eum saepe saepe est hic.,Sai Parsa,Female,64,5690705626,mukhopadhyayvamakshi@example.com,"15/30, Tata Path, Tirupati 243586"
FIR100448,Cybercrime,Critical,Pending,2025-09-14,04:22:48,Navi Mumbai Ext,Mumbai,Maharashtra,19.024100894895245,73.02123894318778,Iste autem veritatis animi quo ab facere quasi.,Harsh Deo,Female,19,+918564111824,kabir58@example.com,"82, Nadkarni Street, Cuttack 267086"
FIR100449,Vandalism,High,Resolved,2025-02-11,01:04:38,Andheri West,Mumbai,Maharashtra,19.11565364922251,72.82987677466221,Ex quisquam deleniti blanditiis earum ullam accusantium nostrum repudiandae dolorem.,Rachit Sankar,Male,46,+912412462095,sridharwaida@example.net,"H.No. 62, Majumdar Street, Mango-878494"
FIR100450,Theft,High,Resolved,2025-09-24,18:43:15,Wadala,Mumbai,Maharashtra,19.02411823863345,72.8615163589857,Doloribus consectetur quaerat commodi non sunt ullam neque totam.,Yauvani Reddy,Female,30,+910046152654,jeremiahkanda@example.net,"H.No. 290, Pathak Ganj, Vadodara-184897"
FIR100451,Murder,Medium,Active,2025-02-27,12:58:49,Wadala Ext,Mumbai,Maharashtra,19.023675697801625,72.8630534002055,Quas recusandae eius praesentium reiciendis eligendi adipisci temporibus unde laborum.,Atharv Chakraborty,Male,21,01033993788,lukekar@example.net,"354, Mohanty Ganj, Aizawl 682121"
FIR100452,Theft,Low,Resolved,2025-07-08,13:43:24,Malad West Ext,Mumbai,Maharashtra,19.191540054202186,72.8496752377191,Eaque tenetur similique perspiciatis odio soluta laboriosam quis corrupti soluta.,Girik Nair,Female,59,01405786170,chandrannetra@example.com,"H.No. 95, Parikh Street, Ramgarh 064411"
FIR100453,Assault,Low,Active,2025-10-09,13:39:53,Lower Parel Ext,Mumbai,Maharashtra,19.00043765153596,72.8436752326579,Quidem atque beatae ut corporis at laudantium.,Advik Manne,Male,62,03048913824,krishupkaar@example.com,"881, Din Circle, Kulti 634359"
FIR100454,Theft,Medium,Active,2025-09-10,21:37:24,Colaba Ext,Mumbai,Maharashtra,18.907352843014035,72.81823926922942,Sint temporibus maxime magnam officiis vero rem necessitatibus corrupti est voluptate exercitationem iure quo quidem.,Lipika Chad,Female,27,6718325823,charvinarasimhan@example.net,"18/849, Yadav Marg, Machilipatnam 405110"
FIR100455,Kidnapping,High,Active,2025-09-03,07:11:34,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.11951946557149,72.84926174497174,Repellat perspiciatis facere labore voluptas quod sit sint impedit quisquam error minima modi.,Omkaar Rai,Male,78,6870079420,hvenkatesh@example.net,"543, Butala Road, Shahjahanpur-160498"
FIR100456,Domestic Violence,Critical,Active,2025-08-18,19:02:40,Kurla West Ext,Mumbai,Maharashtra,19.066120767003362,72.88381627095866,Quibusdam voluptatibus reprehenderit corrupti est quibusdam consectetur eum eveniet architecto.,Liam Luthra,Female,48,+917494653984,karan56@example.com,"721, Rajan Circle, Howrah-203197"
FIR100457,Drug Offense,Medium,Active,2025-05-29,04:25:01,Kurla West Ext,Mumbai,Maharashtra,19.074334995627815,72.88657096467036,Voluptas perspiciatis quidem mollitia ex voluptates dolorum facilis mollitia minima magni iusto ab ea.,Amrita Tailor,Other,58,+912891416128,bakhshirajan@example.net,"H.No. 400, Mishra Ganj, Bhiwandi 171978"
FIR100458,Murder,Critical,Resolved,2026-01-25,19:45:29,Malad East Ext,Mumbai,Maharashtra,19.181654144959385,72.85923888123888,Labore fugit fugiat aliquid consectetur molestias libero eum possimus magnam aspernatur pariatur animi.,Dev Ganesh,Female,25,06398554743,horaqabil@example.org,"16/259, Tripathi Nagar, Navi Mumbai-785501"
FIR100459,Theft,High,Pending,2025-05-08,21:16:28,Kurla West Ext,Mumbai,Maharashtra,19.07344507128487,72.89278534772214,Et asperiores sapiente dolor tenetur nam nobis aut quod quae id atque omnis laboriosam.,Anya Sama,Male,20,5537950209,bahadurjitkhanna@example.org,"53, Wagle Path, Jamshedpur 728878"
FIR100460,Theft,Low,Pending,2025-04-16,18:43:45,Wadala Ext,Mumbai,Maharashtra,19.02093233814674,72.85987240524935,Quae velit ducimus veritatis dolore odio commodi rem aspernatur ullam explicabo.,Veda Bose,Other,65,00026876811,anaidu@example.net,"790, Sidhu Ganj, Vijayanagaram 608819"
FIR100461,Assault,High,Resolved,2025-10-14,04:06:50,Mulund East,Mumbai,Maharashtra,19.172023550201875,72.96273122618422,Ratione nisi ut explicabo itaque earum dignissimos architecto recusandae sed atque commodi sed dolorem reprehenderit suscipit.,Zayan Koshy,Female,63,0715695620,wsule@example.org,"399, Krishnamurthy Marg, Pallavaram-837530"
FIR100462,Drug Offense,Medium,Resolved,2025-11-01,16:03:31,Bhandup Ext Ext Ext,Mumbai,Maharashtra,19.158688443127772,72.9323338826975,Ut cum inventore nostrum adipisci ad aliquid dignissimos odio dolorem error nobis facilis quae praesentium repellendus.,Rohan Shankar,Other,26,+917537030453,nseth@example.com,"10/24, Aurora Circle, Nagercoil-800244"
FIR100463,Burglary,Low,Pending,2025-05-29,01:09:37,Wadala,Mumbai,Maharashtra,19.02046504431904,72.86107357032238,Occaecati quasi minima at ut maiores amet quae ut sunt blanditiis nemo corrupti.,Krishna Modi,Female,47,+919433750479,ria14@example.net,"622, Raman Zila, Yamunanagar-857467"
FIR100464,Theft,Medium,Pending,2025-04-29,03:38:08,Ghatkopar East Ext,Mumbai,Maharashtra,19.090815751915017,72.92586600205345,Ducimus itaque voluptate dolor consectetur temporibus nesciunt aliquid ullam dolor cum delectus sit eum nam ut.,Meghana Natarajan,Other,70,+910361498728,geetika24@example.com,"51, Dani Marg, Gangtok 215016"
FIR100465,Kidnapping,Medium,Pending,2025-05-10,07:56:29,Mulund West Ext,Mumbai,Maharashtra,19.166365152254563,72.951732362681,Accusamus ipsum placeat voluptatem quasi soluta soluta minima reiciendis nam est iusto similique.,Forum Sarraf,Male,28,+919992192124,qshan@example.org,"10, Andra Chowk, Davanagere 084243"
FIR100466,Cybercrime,High,Pending,2025-06-29,07:15:00,Ghatkopar West Ext,Mumbai,Maharashtra,19.09127127002551,72.9049572026419,Ab accusantium illo illum voluptatum quis illo a vitae fugiat quaerat.,Qushi Deshpande,Female,52,3843089487,zilmil41@example.com,"24/84, Bhatti Circle, Nagpur 416910"
FIR100467,Murder,Medium,Pending,2025-03-18,21:37:43,Mulund West,Mumbai,Maharashtra,19.173273534821703,72.94398638956768,Sequi mollitia culpa sint debitis porro molestiae commodi repudiandae.,Ekani Iyer,Female,54,+916056641877,ibal@example.org,"H.No. 215, Purohit Zila, Bharatpur 463395"
FIR100468,Theft,High,Active,2025-10-14,07:28:39,Wadala,Mumbai,Maharashtra,19.02102281804163,72.86215288213452,Similique magnam sint modi laboriosam ratione quis consequatur ea ratione.,Dipta Goel,Male,78,08030468750,karantanvi@example.org,"11/05, Dani Nagar, Panchkula-427896"
FIR100469,Kidnapping,Low,Resolved,2025-10-04,00:47:48,Malad East Ext,Mumbai,Maharashtra,19.188366885098546,72.85625330350021,Dignissimos sed temporibus quam facere nesciunt saepe necessitatibus optio alias illo optio id suscipit molestiae voluptates.,Eiravati Manne,Other,59,03519036133,merchantjonathan@example.com,"38, Nagi Path, Durgapur 775123"
FIR100470,Kidnapping,High,Active,2025-05-23,21:21:23,Powai Ext Ext,Mumbai,Maharashtra,19.111489458168258,72.90691652193507,Delectus dolorum totam dignissimos excepturi repellat eius soluta.,Xavier Nanda,Male,30,+915411076095,sneha68@example.org,"15/54, Puri Street, Khora  236024"
FIR100471,Murder,Low,Pending,2025-07-23,17:35:29,Mulund West,Mumbai,Maharashtra,19.1734781320031,72.94349302116139,At vitae omnis voluptatem reiciendis expedita culpa ea blanditiis sit quibusdam iusto placeat labore provident.,Avni Ramaswamy,Male,53,03173505831,mitalivaidya@example.org,"54/677, Bansal Street, Amritsar 107308"
FIR100472,Burglary,High,Pending,2025-05-29,21:35:35,Mulund East Ext Ext,Mumbai,Maharashtra,19.17802223757769,72.95869446008679,Nam quas dolorem fugiat numquam minus assumenda illum excepturi expedita facere.,Ishaan Iyengar,Other,73,9717911006,tristanbadal@example.org,"H.No. 64, Wali Chowk, Ongole-317543"
FIR100473,Kidnapping,Critical,Pending,2026-01-22,10:41:03,Andheri West Ext,Mumbai,Maharashtra,19.125404194745514,72.83243823629402,Rem quae nemo ducimus asperiores doloribus nemo deserunt autem quis illum tenetur hic nemo debitis.,Avi Shenoy,Male,30,01207049611,max98@example.net,"41, Thakur Road, Jaunpur 602925"
FIR100474,Cybercrime,Critical,Active,2025-11-14,17:13:43,Bandra East,Mumbai,Maharashtra,19.05756600903651,72.84855171991734,Itaque maxime labore facilis distinctio ratione incidunt dignissimos quod at ducimus nisi nesciunt.,Raksha Manne,Female,29,0804661963,waliajanani@example.net,"86/272, Varty Circle, Ranchi 664207"
FIR100475,Kidnapping,Medium,Active,2026-01-25,10:55:26,Navi Mumbai Ext,Mumbai,Maharashtra,19.027636770413626,73.02449749632275,Quo voluptatum ad molestias molestias error inventore laudantium consectetur dicta.,Nilima Tata,Female,54,9076769915,ojasprasad@example.org,"713, Joshi Path, Fatehpur-259238"
FIR100476,Kidnapping,High,Pending,2025-02-24,05:14:19,Jogeshwari West Ext,Mumbai,Maharashtra,19.14286157421332,72.84912411648477,Accusamus repellat sed beatae sint alias asperiores dolore autem est vitae est delectus dicta voluptas libero.,Chavvi Khurana,Female,27,0785931109,gandhiupkaar@example.net,"06/04, Virk Circle, Gudivada-205534"
FIR100477,Kidnapping,High,Active,2025-01-30,19:50:41,Andheri West Ext,Mumbai,Maharashtra,19.12560745340743,72.82708412912409,Quidem ea nesciunt accusamus a quas veritatis atque ut.,Mitesh Sampath,Male,77,1939284567,paninijain@example.com,"H.No. 892, Iyengar Chowk, Gwalior 976405"
FIR100478,Domestic Violence,Low,Active,2025-07-23,13:13:37,Kandivali West,Mumbai,Maharashtra,19.20614832604022,72.84689144867997,Repudiandae provident accusantium saepe voluptatem omnis necessitatibus at voluptatem laboriosam minus.,Ethan Sen,Female,73,9723200249,rattanchaman@example.com,"70, Tella Chowk, Panchkula-542619"
FIR100479,Domestic Violence,Medium,Pending,2025-09-25,04:25:31,Malad West,Mumbai,Maharashtra,19.186151309076116,72.85119102586395,Fugit nostrum nemo iure doloremque iste voluptate.,Nandini Warrior,Female,26,08549822749,dsoni@example.com,"42/27, Rau Ganj, Sirsa 202227"
FIR100480,Burglary,High,Active,2025-09-02,05:27:30,Dadar Ext Ext,Mumbai,Maharashtra,19.02399031280476,72.84459746898278,Perferendis blanditiis reiciendis quis itaque inventore dolore cupiditate facilis reiciendis necessitatibus ipsa culpa eaque facilis voluptates.,Balhaar Parsa,Female,69,04508920388,charitaacharya@example.org,"H.No. 757, Dara Marg, Aligarh 204298"
FIR100481,Theft,Medium,Resolved,2025-03-06,23:24:00,Jogeshwari West,Mumbai,Maharashtra,19.14229215274894,72.84449639569623,Optio quidem facilis totam ipsam deserunt quisquam laborum.,Ikbal Kothari,Female,24,+916533315377,devika39@example.net,"H.No. 48, Kaul Marg, Dindigul 169039"
FIR100482,Kidnapping,Critical,Resolved,2025-02-24,09:41:02,Jogeshwari East Ext Ext Ext Ext,Mumbai,Maharashtra,19.12341760414075,72.8504922931088,Blanditiis perspiciatis est nulla rerum iure libero.,Ojas Basu,Female,19,5995946521,bhargavanirja@example.org,"H.No. 269, Atwal Circle, Shimoga-647106"
FIR100483,Drug Offense,High,Resolved,2025-08-23,17:10:42,Bandra East Ext Ext,Mumbai,Maharashtra,19.062945439876984,72.85673821208312,Repellat quas sed a vitae incidunt excepturi magni porro sint placeat in aperiam unde minima perferendis.,Garima Sani,Female,71,00730337933,vasanadyal@example.org,"70, Buch Ganj, Jammu 050049"
FIR100484,Theft,High,Resolved,2025-04-19,07:17:01,Powai Ext Ext,Mumbai,Maharashtra,19.113009911254053,72.9101663201361,Dicta expedita fugiat voluptas similique repellendus rerum eos distinctio possimus deserunt sequi earum sunt.,Advaith Chaudhari,Male,73,05636205015,pdutta@example.com,"672, Mammen Road, Gangtok-172947"
FIR100485,Burglary,Medium,Pending,2025-08-11,07:33:03,Ghatkopar East Ext,Mumbai,Maharashtra,19.083174872567657,72.92622175837981,Cumque dicta laudantium saepe omnis suscipit quisquam.,Tristan Uppal,Female,77,+918124739500,phari@example.com,"08/39, Rao Nagar, Bhilwara-259985"
FIR100486,Fraud,High,Pending,2025-05-09,08:19:18,Goregaon East Ext,Mumbai,Maharashtra,19.169459376974743,72.86992925482983,Nisi repellat reiciendis quasi maxime omnis harum nulla reprehenderit odio voluptas quia.,Sanaya Prasad,Female,40,+913423425832,karaanya@example.org,"93/272, Gole Chowk, Kozhikode 635049"
FIR100487,Theft,Medium,Pending,2025-03-19,13:20:12,Lower Parel Ext,Mumbai,Maharashtra,19.001995765904073,72.84119901535973,Explicabo occaecati qui eius ipsam dolorum eum alias odit ducimus quo dolores.,Ubika Tella,Other,56,+910241026153,udasgupta@example.net,"667, Narula Marg, Malda-845397"
FIR100488,Theft,High,Resolved,2026-01-24,09:26:04,Jogeshwari East Ext Ext,Mumbai,Maharashtra,19.124655319082123,72.84453223749138,Cumque officia nam earum rerum minima id soluta odit ea soluta dolores rem expedita.,Hemani Bakshi,Male,57,07355289611,sameshsawhney@example.org,"H.No. 708, Saran Circle, Delhi 756020"
FIR100489,Vandalism,Low,Resolved,2025-06-11,06:45:55,Dadar Ext Ext,Mumbai,Maharashtra,19.02705577114778,72.84681661766933,Sint adipisci voluptas minima fugiat minus dicta modi unde neque delectus non dolorum nobis esse.,Henry Merchant,Male,56,+912338655963,falak01@example.net,"29/02, Brahmbhatt Street, Dewas 904489"
FIR100490,Assault,Medium,Active,2026-01-04,17:53:02,Goregaon West Ext,Mumbai,Maharashtra,19.16056833357089,72.85607364447112,Aliquam ullam repellat adipisci dolore distinctio voluptas soluta assumenda a sunt dolor repellat provident saepe.,Frederick D’Alia,Male,38,+919938425304,harshil97@example.org,"253, Jhaveri Ganj, Chennai 351025"
FIR100491,Vandalism,High,Active,2025-02-22,03:08:15,Malad West Ext,Mumbai,Maharashtra,19.194849134564972,72.84907713376253,Aut reiciendis sunt illum maxime sit iste neque dignissimos tempora unde iusto.,Ijaya Muni,Male,40,+918973179128,hmisra@example.net,"H.No. 193, Mander Path, Visakhapatnam 698884"
FIR100492,Cybercrime,Critical,Resolved,2026-01-03,22:33:18,Jogeshwari East Ext Ext Ext Ext Ext,Mumbai,Maharashtra,19.114123131103867,72.84834401182523,Eaque voluptatem ratione tempore sint quia dolorum sed veritatis temporibus deserunt quos nulla.,Tamanna Jhaveri,Female,46,08578725587,edube@example.net,"324, Ramesh Ganj, Guntakal-208059"
FIR100493,Domestic Violence,High,Resolved,2025-05-01,08:18:43,Goregaon East Ext,Mumbai,Maharashtra,19.151822851334177,72.86710133108981,Beatae nisi quos provident quidem eligendi repellendus amet at debitis laudantium.,Ijaya Soni,Female,31,7749690333,anita06@example.com,"441, Bhandari Street, Thoothukudi-599920"
FIR100494,Domestic Violence,Critical,Resolved,2025-06-19,09:13:02,Bhandup Ext Ext Ext,Mumbai,Maharashtra,19.1522564508326,72.9264662094397,Laboriosam modi placeat nisi beatae error maxime.,Raksha Sethi,Other,43,03634669254,shuklapooja@example.net,"763, Srivastava Zila, Tirupati 421062"
FIR100495,Assault,Critical,Resolved,2025-05-17,22:16:23,Borivali East Ext,Mumbai,Maharashtra,19.218644809284065,72.84417772205963,Sunt labore odio dicta deserunt doloremque rerum incidunt ea dolor eum similique fuga provident labore nihil.,Ekalinga Mital,Other,68,1214785390,vidhimanne@example.org,"37/59, Deo Zila, Tenali 131753"
FIR100496,Murder,Low,Active,2025-03-29,21:00:40,Goregaon East Ext,Mumbai,Maharashtra,19.156558220869474,72.86149036693845,Ad repellat exercitationem quidem odit delectus adipisci quis adipisci illo minus ex.,Ishwar Bajaj,Male,22,08956776657,chakrabartijanani@example.org,"47, Dora Path, Chandrapur-120961"
FIR100497,Murder,Medium,Resolved,2025-07-16,22:36:38,Wadala Ext,Mumbai,Maharashtra,19.021277103059415,72.85733044055205,Aperiam assumenda sapiente praesentium perspiciatis blanditiis cum delectus sunt id atque dolor autem deleniti.,Ikbal Gala,Other,72,04602734151,asankaran@example.org,"H.No. 099, Walia Street, Satna-403211"
FIR100498,Burglary,High,Active,2025-12-16,22:43:59,Ghatkopar East,Mumbai,Maharashtra,19.07930937678412,72.91554565378098,Ducimus nisi nihil vitae vero aut qui dignissimos totam libero vel ipsum ex possimus.,Zaitra Ghosh,Other,48,08881431115,mammenanya@example.com,"H.No. 50, Chandra Path, Bhagalpur 191430"
FIR100499,Assault,Low,Resolved,2025-08-25,18:38:35,Jogeshwari West Ext Ext,Mumbai,Maharashtra,19.146871811766985,72.84079322887317,Laudantium architecto aliquid rem illo odit blanditiis.,Ganga Sandhu,Male,42,+918353544439,oni45@example.org,"72/47, Date, Chandrapur-218834"
FIR100500,Theft,High,Resolved,2025-10-27,15:37:58,Bandra East Ext,Mumbai,Maharashtra,19.06561187887277,72.85897767701874,Repellendus eaque libero vitae minus quis perspiciatis.,Vincent Ravel,Male,48,+918404456690,chaudhurivedika@example.org,"20/48, Tailor Chowk, Chinsurah 693332"
FIR100501,Murder,Critical,Resolved,2025-05-24,00:28:15,Goregaon West Ext,Mumbai,Maharashtra,19.163431753971484,72.86544343429337,Ipsam quas maiores deserunt ab ducimus sapiente expedita distinctio ut eveniet.,Quincy Sankaran,Other,67,08263337389,lkant@example.com,"H.No. 590, Oak Street, Hosur-640858"
FIR100502,Kidnapping,Medium,Active,2025-09-21,15:08:47,Dadar Ext Ext Ext,Mumbai,Maharashtra,19.034409402837213,72.84141240061956,Porro ab enim ea consectetur delectus animi ab blanditiis iste sit.,Ayush Hora,Female,37,7751536637,hemang78@example.net,"82/567, Ravel Street, Surat 672925"
FIR100503,Drug Offense,High,Active,2025-12-06,05:20:08,Bandra East,Mumbai,Maharashtra,19.061390322801294,72.84611231831474,Doloribus optio harum voluptates doloribus veniam incidunt quia eveniet numquam repudiandae veniam voluptatibus suscipit.,Pushti Ramachandran,Other,61,08052924075,qvenkataraman@example.com,"55/196, Dutt Street, South Dumdum 018256"
FIR100504,Theft,High,Pending,2025-10-07,15:35:06,Lower Parel Ext,Mumbai,Maharashtra,19.003612569551542,72.84581011167441,Natus nemo et quia dolor dicta delectus numquam itaque suscipit ipsa sapiente repudiandae culpa nulla.,Tanish Jha,Other,72,03666845909,chokshiguneet@example.net,"28, Gulati Marg, Bokaro-122341"
FIR100505,Cybercrime,Critical,Resolved,2025-08-20,12:51:31,Kandivali East,Mumbai,Maharashtra,19.20371863857917,72.87256093435313,Commodi facere dignissimos tenetur alias consectetur veniam.,Dev Chaudry,Female,34,+912259999663,dalalwilliam@example.com,"00/96, Garde Marg, Thane 660450"
FIR100506,Kidnapping,High,Pending,2025-01-30,17:35:19,Borivali East Ext,Mumbai,Maharashtra,19.22224829631641,72.84562436438938,Illo deserunt accusantium nobis tempora tenetur facere vitae explicabo voluptas voluptatem adipisci nisi nihil rem eius.,Jasmit Nanda,Female,62,01863715974,tramesh@example.net,"217, Baral Road, Ahmednagar 019335"
FIR100507,Kidnapping,High,Pending,2025-10-13,16:43:01,Bhandup,Mumbai,Maharashtra,19.15372921481876,72.93957426085771,Rem placeat dignissimos cum blanditiis sint occaecati facere.,Tanvi Comar,Male,19,+912182097023,palanria@example.com,"247, Chadha Zila, Eluru-060827"
FIR100508,Assault,Critical,Active,2025-12-10,23:07:43,Goregaon West Ext,Mumbai,Maharashtra,19.162732606910854,72.8469688619298,Nam ullam a eos dicta optio minus praesentium.,Vrishti Wable,Male,42,+916433481705,rastogirachana@example.net,"H.No. 64, Choudhry Marg, Pimpri-Chinchwad-626438"
FIR100509,Burglary,Low,Active,2025-08-30,04:15:02,Ghatkopar West,Mumbai,Maharashtra,19.090760138232792,72.91102640312353,Ut commodi tenetur error soluta quos adipisci dolores voluptas tenetur expedita minus quae.,Lipika Ramanathan,Other,30,0256621286,kalitapratyush@example.org,"H.No. 953, Ghose Chowk, Gopalpur 176231"
